term,crn,note,course,title,xlist,xlist_crn,instructor,group,theme,graduate_level,year_long,subject,status,units,quarter,duration,no_prereq,days,time,location,meetings,seats_available,reserved_seats,instruction_mode
Spring 2024,31258,,PE 103 SKC Qtr 1,Cross-Country Skiing,[],[],"Sofich, Rodney",[],[],,N,Physical Education,active,0,1,1st quarter,N,['Tu'],['18:10-21:00'],['SPORTS OUT CTR'],"[['Tuesday', '1810', '2100', 'SPORTS OUT CTR']]",,N,In-Person Instruction Only
Spring 2024,31280,,PE 103 WRC Qtr 1,Weight Room Confidence,[],[],"Prior, Seema",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['19:10-20:00'],['SPORTS WEIGHT'],"[['Tuesday', '1910', '2000', 'SPORTS WEIGHT'], ['Thursday', '1910', '2000', 'SPORTS WEIGHT']]",,N,In-Person Instruction Only
Spring 2024,30974,"Each section of DANC 101 is offered as either academic credit or as PE credit. This section is for PE credit only, for one quarter only. Students must register for both quarters (the full semester): PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate section from the Dance 101 course listings.",PE 104 4B1 Qtr 2,Ballet I-II PE Credit,[],[],"Fortuna, Victoria",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['MW'],['18:10-19:30'],['PERF 240'],"[['Monday', '1810', '1930', 'PERF 240'], ['Wednesday', '1810', '1930', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30979,"This section is for PE credit only, for one quarter only. Students must register for both quarters, (the entire semester):  both PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate academic section from the Dance course listings. Students may not register for BOTH academic and PE credit.",PE 104 112 Qtr 2,Intro Cntp Dance:Cross PE Cr,[],[],"Parsons-Akinjiola, Oluyinka",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['TuTh'],['10:30-11:50'],['PERF 240'],"[['Tuesday', '1030', '1150', 'PERF 240'], ['Thursday', '1030', '1150', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30981,"This section is for PE credit only, for one quarter only. Students must register for both quarters, (the entire semester):  both PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate academic section from the Dance course listings. Students may not register for BOTH academic and PE credit.",PE 104 313 Qtr 2,Contemp Dance V: PE Credit,[],[],"Parsons-Akinjiola, Oluyinka",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['MW'],['13:10-14:30'],['PERF 240'],"[['Monday', '1310', '1430', 'PERF 240'], ['Wednesday', '1310', '1430', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30982,"This section is for PE credit only, for one quarter only. Students must register for both quarters, (the entire semester):  both PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate academic section from the Dance course listings. Students may not register for BOTH academic and PE credit.",PE 104 411 Qtr 2,Adv Technique & Perform: PE Cr,[],[],"Parsons-Akinjiola, Oluyinka",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['TuTh'],['12:00-13:20'],['PERF 240'],"[['Tuesday', '1200', '1320', 'PERF 240'], ['Thursday', '1200', '1320', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31293,Bouldering has a $55 fee that will be charged to each student's account for a 7-week unlimited use pass to gym.,PE 104 BLD Qtr 2,Bouldering,[],[],"Sofich, Rodney",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['W'],['18:10-21:00'],['SPORTS OUT CTR'],"[['Wednesday', '1810', '2100', 'SPORTS OUT CTR']]",,N,In-Person Instruction Only
Spring 2024,31436,"River classes: Sunday, April 7 & Sunday, April 21.",PE 104 KAY Qtr 2,Kayaking,[],[],"Watt, Nathan",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['MW'],['18:10-20:00'],['SPORTS POOL'],"[['Monday', '1810', '2000', 'SPORTS POOL'], ['Wednesday', '1810', '2000', 'SPORTS POOL']]",,N,In-Person Instruction Only
Spring 2024,30133,,HISL 470 Y,Thesis (History-Literature),[],[],Staff,[],[],,Y,History/Literature,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,31053,,PHYS 102 SL3,General Physics II: Lab,[],[],"Gross, Owen","['3', '3+']",[],,N,Physics,active,0,,1 semester,N,['Tu'],['13:40-16:30'],['PHYSIC 133'],"[['Tuesday', '1340', '1630', 'PHYSIC 133']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31110,,PHYS 202 S02,Modern Physics,[],[],"Crocker, Alison","['3', '3+']",[],,N,Physics,active,1,,1 semester,N,"['MWF', 'M', 'W']","['10:00-10:50', '13:10-14:30', '13:10-16:00']","['PHYSIC 123', 'PHYSIC 123', 'PHYSIC 33']","[['Monday', '1000', '1050', 'PHYSIC 123'], ['Wednesday', '1000', '1050', 'PHYSIC 123'], ['Friday', '1000', '1050', 'PHYSIC 123'], ['Monday', '1310', '1430', 'PHYSIC 123'], ['Wednesday', '1310', '1600', 'PHYSIC 33']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31300,"Students may only apply 2 credits from 200-, 300-, and 400-level PE courses toward the 6-credit PE requirement. Contact Michael Lombardo, Director of Athletics, Fitness, and Outdoor Programs in the Sports Center for more information, and for instructor permission to register.",PE 204 OFF Qtr 2,Off Campus PE,[],[],"Lombardo, Michael",[],[],,N,Physical Education,active,0,2,2nd quarter,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30747,,CSCI 389 S,Computer Systems,[],[],"McGuffey, Charles",['3'],[],,N,Computer Science,active,1,,1 semester,N,['MWF'],['10:00-10:50'],['LIB 204'],"[['Monday', '1000', '1050', 'LIB 204'], ['Wednesday', '1000', '1050', 'LIB 204'], ['Friday', '1000', '1050', 'LIB 204']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31036,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.",HUM 220 Y02,Modern European Humanities,[],[],"Lazier, Benjamin","['1', '2']",[],,Y,Humanities,active,1,,Year-long,N,['TuTh'],"['10:30-11:50', 'TBD']","['ELIOT 301A', 'ONLINE']","[['Tuesday', '1030', '1150', 'ELIOT 301A'], ['Thursday', '1030', '1150', 'ELIOT 301A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31064,,PHYS 323 S,Topics in Optics,[],[],"Illing, Lucas","['3', '3+']",[],,N,Physics,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['PHYSIC 240A'],"[['Tuesday', '1030', '1150', 'PHYSIC 240A'], ['Thursday', '1030', '1150', 'PHYSIC 240A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30585,,GRK 302 S,Advanced Greek II,[],[],"Sabnis, Sonia",['1'],[],,N,Greek,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['ELIOT 121'],"[['Tuesday', '1030', '1150', 'ELIOT 121'], ['Thursday', '1030', '1150', 'ELIOT 121']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30587,,LAT 301 S,Advanced Latin I,[],[],"Sabnis, Sonia",['1'],[],,N,Latin,active,1,,1 semester,N,['TuTh'],['12:00-13:20'],['PSYCH 108'],"[['Tuesday', '1200', '1320', 'PSYCH 108'], ['Thursday', '1200', '1320', 'PSYCH 108']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30857,,ART 346 S,Introduction to Media Studies,['LIT 346'],['31153'],"Cohen, Kris",['1'],['Film and Media Studies'],,N,Art,active,1,,1 semester,Y,['MW'],['13:10-14:30'],['TRL 150'],"[['Monday', '1310', '1430', 'TRL 150'], ['Wednesday', '1310', '1430', 'TRL 150']]",,N,In-Person Instruction Only
Spring 2024,30092,,PHYS 342 S,Quantum Mechanics I,[],[],"Schroeter, Darrell",['3'],[],,N,Physics,active,1,,1 semester,N,['MWF'],['09:00-09:50'],['PHYSIC 123'],"[['Monday', '0900', '0950', 'PHYSIC 123'], ['Wednesday', '0900', '0950', 'PHYSIC 123'], ['Friday', '0900', '0950', 'PHYSIC 123']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31145,,POL 324 S,Human Rights Latin America,[],[],"Daby, Mariela",['2'],[],,N,Political Science,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['VOLLUM 120'],"[['Tuesday', '1340', '1500', 'VOLLUM 120'], ['Thursday', '1340', '1500', 'VOLLUM 120']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30851,,ANTH 375 S,Anthropology of Science,[],[],"Vaidya, Anand",['2'],[],,N,Anthropology,active,1,,1 semester,N,['MW'],['14:40-16:00'],['ELIOT 416'],"[['Monday', '1440', '1600', 'ELIOT 416'], ['Wednesday', '1440', '1600', 'ELIOT 416']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30037,,RUSS 220 Y,Second-Year Russian,[],[],"Grinberg, Marat",['1'],[],,Y,Russian,active,1,,Year-long,N,['MTuWThF'],['12:00-12:50'],['VOLLUM 309'],"[['Monday', '1200', '1250', 'VOLLUM 309'], ['Tuesday', '1200', '1250', 'VOLLUM 309'], ['Wednesday', '1200', '1250', 'VOLLUM 309'], ['Thursday', '1200', '1250', 'VOLLUM 309'], ['Friday', '1200', '1250', 'VOLLUM 309']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30955,,SPAN 372 S,Documentary Resistance,['LITS 372'],['30956'],"López Lerma, Mónica",['1'],['Film and Media Studies'],,N,Spanish,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['VOLLUM 110'],"[['Tuesday', '1340', '1500', 'VOLLUM 110'], ['Thursday', '1340', '1500', 'VOLLUM 110']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31019,,HUM 110 Y05,Introduction to the Humanities,[],[],"Golubović, Nikola",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'MWF']","['09:00-09:50', '13:10-14:00']","['VOLLUM VLH', 'LIB 203']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1310', '1400', 'LIB 203'], ['Wednesday', '1310', '1400', 'LIB 203'], ['Friday', '1310', '1400', 'LIB 203']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31026,,HUM 110 Y12,Introduction to the Humanities,[],[],"Rajbhandari, Kritish",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'TuTh']","['09:00-09:50', '12:00-13:20']","['VOLLUM VLH', 'ELIOT 405']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Tuesday', '1200', '1320', 'ELIOT 405'], ['Thursday', '1200', '1320', 'ELIOT 405']]",,N,In-Person Instruction Only
Spring 2024,31027,,HUM 110 Y13,Introduction to the Humanities,[],[],"Sanders, John",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'MWF']","['09:00-09:50', '10:00-10:50']","['VOLLUM VLH', 'VOLLUM 302']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1000', '1050', 'VOLLUM 302'], ['Wednesday', '1000', '1050', 'VOLLUM 302'], ['Friday', '1000', '1050', 'VOLLUM 302']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30279,,LING 323 S,Introductory Syntax,[],[],"Todorovic, Neda",['2'],[],,N,Linguistics,active,1,,1 semester,Y,['MW'],['14:40-16:00'],['VOLLUM 116'],"[['Monday', '1440', '1600', 'VOLLUM 116'], ['Wednesday', '1440', '1600', 'VOLLUM 116']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30373,,PSY 361 S02,Developmental Psychology,[],[],"Corpus, Jennifer","['3', '3+']",[],,N,Psychology,active,1,,1 semester,N,"['TuTh', 'Th']","['09:00-10:20', '12:00-12:50']","['PSYCH 103', 'PSYCH 103']","[['Tuesday', '0900', '1020', 'PSYCH 103'], ['Thursday', '0900', '1020', 'PSYCH 103'], ['Thursday', '1200', '1250', 'PSYCH 103']]",,N,In-Person Instruction Only
Spring 2024,31089,,PSY 373 S01,Learning,[],[],"Jensen, Greg","['3', '3+']",[],,N,Psychology,active,1,,1 semester,N,"['WF', 'MWF']","['09:00-09:50', '10:00-10:50']","['PSYCH 139', 'PSYCH 139']","[['Wednesday', '0900', '0950', 'PSYCH 139'], ['Friday', '0900', '0950', 'PSYCH 139'], ['Monday', '1000', '1050', 'PSYCH 139'], ['Wednesday', '1000', '1050', 'PSYCH 139'], ['Friday', '1000', '1050', 'PSYCH 139']]",,N,In-Person Instruction Only
Spring 2024,30087,,MATH 332 S01,Abstract Algebra,[],[],"Daugherty, Zajj",['3'],[],,N,Mathematics,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['LIB 340'],"[['Tuesday', '1030', '1150', 'LIB 340'], ['Thursday', '1030', '1150', 'LIB 340']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30668,,MUS 104 SNC,Orchestra,['MUS 104'],['30667'],"Bunch, Monica Ohuchi",[],[],,N,Music,active,0,,1 semester,N,['TuTh'],['19:40-21:00'],['KAUL 101'],"[['Tuesday', '1940', '2100', 'KAUL 101'], ['Thursday', '1940', '2100', 'KAUL 101']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30923,,MUS 150 S,The Cultural Study of Music,['CRES 150'],['30924'],"Luker, Morgan",['1'],['Comp Race & Ethnicity Studies'],,N,Music,active,1,,1 semester,Y,['TuTh'],['09:00-10:20'],['PERF 332'],"[['Tuesday', '0900', '1020', 'PERF 332'], ['Thursday', '0900', '1020', 'PERF 332']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30862,,ART 368 S,The Book as Sculptural Object,[],[],"Tetenbaum, Barbara",['1'],[],,N,Art,active,1,,1 semester,N,['TuTh'],['13:40-16:30'],['ART 106'],"[['Tuesday', '1340', '1630', 'ART 106'], ['Thursday', '1340', '1630', 'ART 106']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30891,,FREN 212 S01,Intermediate French II,[],[],"Hochman, Hugh",['1'],[],,N,French,active,1,,1 semester,N,['MWF'],['11:00-11:50'],['VOLLUM 126'],"[['Monday', '1100', '1150', 'VOLLUM 126'], ['Wednesday', '1100', '1150', 'VOLLUM 126'], ['Friday', '1100', '1150', 'VOLLUM 126']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31106,,GER 112 S01,Beginning German II,[],[],"Garloff, Katja",['1'],[],,N,German,active,1,,1 semester,N,['MTuWThF'],['11:00-11:50'],['ELIOT 416'],"[['Monday', '1100', '1150', 'ELIOT 416'], ['Tuesday', '1100', '1150', 'ELIOT 416'], ['Wednesday', '1100', '1150', 'ELIOT 416'], ['Thursday', '1100', '1150', 'ELIOT 416'], ['Friday', '1100', '1150', 'ELIOT 416']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31107,,GER 112 S02,Beginning German II,[],[],"Mieszkowski, Jan",['1'],[],,N,German,active,1,,1 semester,N,['MTuWThF'],['12:00-12:50'],['ELIOT 416'],"[['Monday', '1200', '1250', 'ELIOT 416'], ['Tuesday', '1200', '1250', 'ELIOT 416'], ['Wednesday', '1200', '1250', 'ELIOT 416'], ['Thursday', '1200', '1250', 'ELIOT 416'], ['Friday', '1200', '1250', 'ELIOT 416']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30900,,GER 212 S,Intermediate German II,[],[],"Fraser, Jake",['1'],[],,N,German,active,1,,1 semester,N,['MTuWTh'],['12:00-12:50'],['LIB 203'],"[['Monday', '1200', '1250', 'LIB 203'], ['Tuesday', '1200', '1250', 'LIB 203'], ['Wednesday', '1200', '1250', 'LIB 203'], ['Thursday', '1200', '1250', 'LIB 203']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30951,,SPAN 112 S01,Beginning Spanish II,[],[],"Drumm, Elizabeth",['1'],[],,N,Spanish,active,1,,1 semester,N,['MTuWF'],['12:00-12:50'],['VOLLUM 110'],"[['Monday', '1200', '1250', 'VOLLUM 110'], ['Tuesday', '1200', '1250', 'VOLLUM 110'], ['Wednesday', '1200', '1250', 'VOLLUM 110'], ['Friday', '1200', '1250', 'VOLLUM 110']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31087,,PSY 348 S02,Statistical AnalysisPsychology,[],[],"Anderson, Kris",['3'],[],,N,Psychology,active,1,,1 semester,N,"['MWF', 'W']","['11:00-11:50', '13:10-14:00']","['PSYCH 105', 'PSYCH 103']","[['Monday', '1100', '1150', 'PSYCH 105'], ['Wednesday', '1100', '1150', 'PSYCH 105'], ['Friday', '1100', '1150', 'PSYCH 105'], ['Wednesday', '1310', '1400', 'PSYCH 103']]",,N,In-Person Instruction Only
Spring 2024,30871,,CMPL 201 S,Intro to Comp Lit,[],[],"López Lerma, Mónica",['1'],[],,N,Lit - Comparative Literature,active,1,,1 semester,Y,['TuTh'],['12:00-13:20'],['VOLLUM 116'],"[['Tuesday', '1200', '1320', 'VOLLUM 116'], ['Thursday', '1200', '1320', 'VOLLUM 116']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30856,,LITG 346 S,Intro to Media Studies,[],[],Staff,['1'],['Film and Media Studies'],,N,Lit - Eng Translation-German,cancelled,,,1 semester,Y,,,,,,In-Person Instruction Only
Spring 2024,30169,,BIOL 363 S01,"Genes, Genetics, & Genomes",[],[],"Coate, Jeremy","['3', '3+']",[],,N,Biology,active,1,,1 semester,N,"['TuTh', 'Tu']","['10:30-11:50', '13:40-17:30']","['BIOL 19', 'BIOL 105']","[['Tuesday', '1030', '1150', 'BIOL 19'], ['Thursday', '1030', '1150', 'BIOL 19'], ['Tuesday', '1340', '1730', 'BIOL 105']]",,N,In-Person Instruction Only
Spring 2024,30906,,HIST 307 S,War/Peace in Europe 1700-1914,[],[],"Miller, Mary",['2'],[],,N,History,active,1,,1 semester,N,['TuTh'],['09:00-10:20'],['ELIOT 414'],"[['Tuesday', '0900', '1020', 'ELIOT 414'], ['Thursday', '0900', '1020', 'ELIOT 414']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30911,,HIST 317 S,The American Earth,[],[],"Howe, Josh",['2'],['Environmental Studies'],,N,History,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['PSYCH 108'],"[['Tuesday', '1030', '1150', 'PSYCH 108'], ['Thursday', '1030', '1150', 'PSYCH 108']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30421,,CHEM 392 S,Biochemical Homeostasis,[],[],"Chacón, Kelly",['3'],[],,N,Chemistry,active,1,,1 semester,N,['TuTh'],['09:00-10:20'],['CHEM 301'],"[['Tuesday', '0900', '1020', 'CHEM 301'], ['Thursday', '0900', '1020', 'CHEM 301']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30581,,ANME 261 S,Greek and Roman Mythology,['LITL 261'],['30688'],"Sabnis, Sonia",['1'],[],,N,Ancient Mediterranean Studies,active,1,,1 semester,Y,['TuTh'],['15:10-16:30'],['TRL 150'],"[['Tuesday', '1510', '1630', 'TRL 150'], ['Thursday', '1510', '1630', 'TRL 150']]",,Y,In-Person Instruction Only
Spring 2024,30688,,LITL 261 S,Greek and Roman Mythology,['ANME 261'],['30581'],"Sabnis, Sonia",['1'],[],,N,Lit - Eng Translation-AncMedSt,active,1,,1 semester,N,['TuTh'],['15:10-16:30'],['TRL 150'],"[['Tuesday', '1510', '1630', 'TRL 150'], ['Thursday', '1510', '1630', 'TRL 150']]",,N,In-Person Instruction Only
Spring 2024,31122,A writing sample must be submitted to the instructor for admission to all Creative Writing courses. Please refer to the Creative Writing page on the Reed website for more information.,CRWR 331 S02,Advanced Poetry Workshop,[],[],"Kane, Joan",['1'],[],,N,Creative Writing,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['VOLLUM 118'],"[['Tuesday', '1340', '1500', 'VOLLUM 118'], ['Thursday', '1340', '1500', 'VOLLUM 118']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30195,"Each section of DANC 101 is offered as either academic credit (one-half unit), or as PE credit. (To register for PE credit, do not register for this section of DANC 101, and register for BOTH quarters of the appropriate PE course).

To qualify for one-half unit of academic credit, students must have taken or be currently enrolled in a graded (not a credit/no credit) dance department course; each graded dance department course taken allows a student to earn credit for up to two semesters in Dance 101.",DANC 101 SB3,Ballet III-IV,[],[],"Fortuna, Victoria",[],[],,N,Dance,active,0.5,,1 semester,Y,['MW'],['16:40-18:00'],['PERF 240'],"[['Monday', '1640', '1800', 'PERF 240'], ['Wednesday', '1640', '1800', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
